location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Croatia,2021-03-12,25-49,3.01,1.79
Croatia,2021-03-12,50-59,5.52,2.78
Croatia,2021-03-12,60-69,9.29,2.21
Croatia,2021-03-12,70-79,22.11,2.74
Croatia,2021-03-12,80+,31.71,6.46
Croatia,2021-03-19,18-24,1.03,0.49
Croatia,2021-03-19,25-49,3.32,1.97
Croatia,2021-03-19,50-59,6.37,3.09
Croatia,2021-03-19,60-69,12.03,2.69
Croatia,2021-03-19,70-79,27.89,3.75
Croatia,2021-03-19,80+,34.34,8.16
Croatia,2021-03-26,18-24,1.15,0.52
Croatia,2021-03-26,25-49,3.68,2.06
Croatia,2021-03-26,50-59,7.33,3.27
Croatia,2021-03-26,60-69,15.1,3.01
Croatia,2021-03-26,70-79,33.2,4.44
Croatia,2021-03-26,80+,36.6,9.25
Croatia,2021-04-02,18-24,1.32,0.55
Croatia,2021-04-02,25-49,4.03,2.17
Croatia,2021-04-02,50-59,8.35,3.47
Croatia,2021-04-02,60-69,18.56,3.43
Croatia,2021-04-02,70-79,38.26,5.58
Croatia,2021-04-02,80+,38.69,10.9
Croatia,2021-04-09,18-24,1.44,0.59
Croatia,2021-04-09,25-49,4.5,2.28
Croatia,2021-04-09,50-59,9.79,3.68
Croatia,2021-04-09,60-69,22.42,3.95
Croatia,2021-04-09,70-79,42.07,7.05
Croatia,2021-04-09,80+,40.08,12.48
Croatia,2021-04-16,18-24,1.72,0.66
Croatia,2021-04-16,25-49,5.42,2.5
Croatia,2021-04-16,50-59,12.11,4.19
Croatia,2021-04-16,60-69,27.83,5.32
Croatia,2021-04-16,70-79,46.24,10.58
Croatia,2021-04-16,80+,41.81,16.07
Croatia,2021-04-23,18-24,2.29,0.73
Croatia,2021-04-23,25-49,6.34,2.7
Croatia,2021-04-23,50-59,14.27,4.69
Croatia,2021-04-23,60-69,32.3,6.85
Croatia,2021-04-23,70-79,50.41,13.81
Croatia,2021-04-23,80+,43.58,18.54
Croatia,2021-04-30,18-24,2.72,0.82
Croatia,2021-04-30,25-49,7.96,2.97
Croatia,2021-04-30,50-59,17.52,5.34
Croatia,2021-04-30,60-69,36.81,8.83
Croatia,2021-04-30,70-79,53.77,17.52
Croatia,2021-04-30,80+,45.18,21.32
Croatia,2021-05-07,18-24,4.0,1.08
Croatia,2021-05-07,25-49,12.34,3.47
Croatia,2021-05-07,50-59,25.22,6.48
Croatia,2021-05-07,60-69,44.86,11.85
Croatia,2021-05-07,70-79,58.58,23.1
Croatia,2021-05-07,80+,47.56,25.93
Croatia,2021-05-14,18-24,6.36,1.23
Croatia,2021-05-14,25-49,17.97,4.0
Croatia,2021-05-14,50-59,32.66,7.74
Croatia,2021-05-14,60-69,50.87,15.34
Croatia,2021-05-14,70-79,62.14,29.01
Croatia,2021-05-14,80+,49.62,31.15
Croatia,2021-05-21,18-24,9.17,1.48
Croatia,2021-05-21,25-49,22.95,4.68
Croatia,2021-05-21,50-59,38.63,9.3
Croatia,2021-05-21,60-69,55.04,19.0
Croatia,2021-05-21,70-79,64.62,34.57
Croatia,2021-05-21,80+,51.04,36.11
Croatia,2021-05-28,18-24,11.66,1.89
Croatia,2021-05-28,25-49,26.36,5.82
Croatia,2021-05-28,50-59,42.17,11.84
Croatia,2021-05-28,60-69,57.71,24.22
Croatia,2021-05-28,70-79,66.36,41.07
Croatia,2021-05-28,80+,52.07,39.54
Croatia,2021-06-04,18-24,13.39,2.55
Croatia,2021-06-04,25-49,28.42,7.1
Croatia,2021-06-04,50-59,44.08,14.39
Croatia,2021-06-04,60-69,59.18,28.56
Croatia,2021-06-04,70-79,67.37,45.59
Croatia,2021-06-04,80+,52.69,41.72
Croatia,2021-06-11,18-24,15.92,3.83
Croatia,2021-06-11,25-49,30.34,10.53
Croatia,2021-06-11,50-59,45.95,20.08
Croatia,2021-06-11,60-69,60.64,35.78
Croatia,2021-06-11,70-79,68.32,51.46
Croatia,2021-06-11,80+,53.31,44.39
Croatia,2021-06-18,18-24,16.95,5.59
Croatia,2021-06-18,25-49,31.38,15.1
Croatia,2021-06-18,50-59,47.04,27.23
Croatia,2021-06-18,60-69,61.51,43.18
Croatia,2021-06-18,70-79,68.94,56.69
Croatia,2021-06-18,80+,53.69,46.87
Croatia,2021-06-25,18-24,17.67,7.58
Croatia,2021-06-25,25-49,32.04,18.94
Croatia,2021-06-25,50-59,47.76,32.45
Croatia,2021-06-25,60-69,62.07,48.14
Croatia,2021-06-25,70-79,69.35,59.92
Croatia,2021-06-25,80+,53.94,48.5
Croatia,2021-07-02,18-24,18.73,10.3
Croatia,2021-07-02,25-49,33.04,23.22
Croatia,2021-07-02,50-59,48.86,37.91
Croatia,2021-07-02,60-69,62.98,53.02
Croatia,2021-07-02,70-79,69.99,63.13
Croatia,2021-07-02,80+,54.34,50.04
Croatia,2021-07-09,18-24,20.23,13.02
Croatia,2021-07-09,25-49,34.4,26.47
Croatia,2021-07-09,50-59,50.25,41.57
Croatia,2021-07-09,60-69,64.05,56.63
Croatia,2021-07-09,70-79,70.69,65.27
Croatia,2021-07-09,80+,54.79,51.12
Croatia,2021-07-16,18-24,21.49,14.92
Croatia,2021-07-16,25-49,35.52,28.72
Croatia,2021-07-16,50-59,51.34,43.78
Croatia,2021-07-16,60-69,64.84,58.4
Croatia,2021-07-16,70-79,71.21,66.42
Croatia,2021-07-16,80+,55.14,51.8
Croatia,2021-07-20,18-24,21.59,15.21
Croatia,2021-07-20,25-49,35.61,29.03
Croatia,2021-07-20,50-59,51.43,44.11
Croatia,2021-07-20,60-69,64.9,58.7
Croatia,2021-07-20,70-79,71.25,66.61
Croatia,2021-07-20,80+,55.18,51.9
Cyprus,2021-01-01,18-24,0.0,0.0
Cyprus,2021-01-01,25-49,0.01,0.0
Cyprus,2021-01-01,50-59,0.03,0.0
Cyprus,2021-01-01,60-69,0.03,0.0
Cyprus,2021-01-01,70-79,0.04,0.0
Cyprus,2021-01-01,80+,0.66,0.0
Cyprus,2021-01-08,18-24,0.06,0.0
Cyprus,2021-01-08,25-49,0.33,0.0
Cyprus,2021-01-08,50-59,1.4,0.0
Cyprus,2021-01-08,60-69,0.92,0.0
Cyprus,2021-01-08,70-79,0.94,0.0
Cyprus,2021-01-08,80+,5.83,0.0
Cyprus,2021-01-15,18-24,0.08,0.0
Cyprus,2021-01-15,25-49,0.52,0.01
Cyprus,2021-01-15,50-59,1.69,0.01
Cyprus,2021-01-15,60-69,1.21,0.03
Cyprus,2021-01-15,70-79,1.14,0.04
Cyprus,2021-01-15,80+,14.69,0.58
Cyprus,2021-01-22,18-24,0.09,0.03
Cyprus,2021-01-22,25-49,0.59,0.11
Cyprus,2021-01-22,50-59,1.93,0.58
Cyprus,2021-01-22,60-69,1.39,0.42
Cyprus,2021-01-22,70-79,1.38,0.52
Cyprus,2021-01-22,80+,26.81,2.6
Cyprus,2021-01-29,18-24,0.1,0.04
Cyprus,2021-01-29,25-49,0.61,0.23
Cyprus,2021-01-29,50-59,2.04,1.23
Cyprus,2021-01-29,60-69,1.47,0.81
Cyprus,2021-01-29,70-79,1.56,0.84
Cyprus,2021-01-29,80+,38.8,5.21
Cyprus,2021-02-05,18-24,0.12,0.06
Cyprus,2021-02-05,25-49,0.68,0.41
Cyprus,2021-02-05,50-59,2.16,1.52
Cyprus,2021-02-05,60-69,1.57,1.09
Cyprus,2021-02-05,70-79,1.84,1.03
Cyprus,2021-02-05,80+,47.09,13.92
Cyprus,2021-02-12,18-24,0.14,0.07
Cyprus,2021-02-12,25-49,0.81,0.47
Cyprus,2021-02-12,50-59,2.5,1.74
Cyprus,2021-02-12,60-69,1.91,1.26
Cyprus,2021-02-12,70-79,3.15,1.25
Cyprus,2021-02-12,80+,60.94,25.32
Cyprus,2021-02-19,18-24,0.32,0.09
Cyprus,2021-02-19,25-49,1.05,0.52
Cyprus,2021-02-19,50-59,2.81,1.82
Cyprus,2021-02-19,60-69,2.25,1.34
Cyprus,2021-02-19,70-79,10.51,1.4
Cyprus,2021-02-19,80+,70.58,37.15
Cyprus,2021-02-26,18-24,0.42,0.11
Cyprus,2021-02-26,25-49,1.17,0.6
Cyprus,2021-02-26,50-59,2.97,1.94
Cyprus,2021-02-26,60-69,2.47,1.45
Cyprus,2021-02-26,70-79,31.88,1.69
Cyprus,2021-02-26,80+,74.12,45.92
Cyprus,2021-03-05,18-24,0.47,0.12
Cyprus,2021-03-05,25-49,1.36,0.68
Cyprus,2021-03-05,50-59,3.2,2.09
Cyprus,2021-03-05,60-69,3.53,1.63
Cyprus,2021-03-05,70-79,49.97,2.87
Cyprus,2021-03-05,80+,76.64,59.66
Cyprus,2021-03-12,18-24,0.59,0.13
Cyprus,2021-03-12,25-49,1.52,0.69
Cyprus,2021-03-12,50-59,3.42,2.15
Cyprus,2021-03-12,60-69,9.98,1.69
Cyprus,2021-03-12,70-79,68.67,4.75
Cyprus,2021-03-12,80+,80.0,67.52
Cyprus,2021-03-19,18-24,0.61,0.13
Cyprus,2021-03-19,25-49,1.54,0.7
Cyprus,2021-03-19,50-59,3.5,2.16
Cyprus,2021-03-19,60-69,11.91,1.71
Cyprus,2021-03-19,70-79,70.58,10.67
Cyprus,2021-03-19,80+,80.54,68.57
Cyprus,2021-03-26,18-24,0.63,0.13
Cyprus,2021-03-26,25-49,1.64,0.71
Cyprus,2021-03-26,50-59,3.66,2.19
Cyprus,2021-03-26,60-69,19.85,1.79
Cyprus,2021-03-26,70-79,75.9,16.1
Cyprus,2021-03-26,80+,82.37,69.08
Cyprus,2021-04-02,18-24,0.76,0.14
Cyprus,2021-04-02,25-49,2.11,0.72
Cyprus,2021-04-02,50-59,5.11,2.21
Cyprus,2021-04-02,60-69,23.93,3.88
Cyprus,2021-04-02,70-79,76.97,21.34
Cyprus,2021-04-02,80+,83.03,69.92
Cyprus,2021-04-09,18-24,0.91,0.14
Cyprus,2021-04-09,25-49,2.58,0.72
Cyprus,2021-04-09,50-59,6.6,2.22
Cyprus,2021-04-09,60-69,37.28,5.67
Cyprus,2021-04-09,70-79,79.76,26.51
Cyprus,2021-04-09,80+,84.58,70.69
Cyprus,2021-04-16,18-24,0.96,0.14
Cyprus,2021-04-16,25-49,2.76,0.73
Cyprus,2021-04-16,50-59,16.59,2.25
Cyprus,2021-04-16,60-69,45.31,9.52
Cyprus,2021-04-16,70-79,80.31,29.05
Cyprus,2021-04-16,80+,84.99,71.47
Cyprus,2021-04-23,18-24,1.04,0.18
Cyprus,2021-04-23,25-49,4.01,0.88
Cyprus,2021-04-23,50-59,32.25,2.75
Cyprus,2021-04-23,60-69,53.19,10.7
Cyprus,2021-04-23,70-79,80.53,29.39
Cyprus,2021-04-23,80+,85.24,71.62
Cyprus,2021-04-30,18-24,1.14,0.32
Cyprus,2021-04-30,25-49,13.3,1.69
Cyprus,2021-04-30,50-59,40.7,4.17
Cyprus,2021-04-30,60-69,56.17,15.97
Cyprus,2021-04-30,70-79,80.65,30.58
Cyprus,2021-04-30,80+,85.37,72.15
Cyprus,2021-05-07,18-24,1.26,0.38
Cyprus,2021-05-07,25-49,22.47,2.13
Cyprus,2021-05-07,50-59,49.39,10.48
Cyprus,2021-05-07,60-69,64.33,23.25
Cyprus,2021-05-07,70-79,82.28,31.84
Cyprus,2021-05-07,80+,85.65,72.65
Cyprus,2021-05-14,18-24,1.8,0.59
Cyprus,2021-05-14,25-49,35.6,3.8
Cyprus,2021-05-14,50-59,53.71,20.89
Cyprus,2021-05-14,60-69,68.78,29.75
Cyprus,2021-05-14,70-79,83.36,37.44
Cyprus,2021-05-14,80+,86.45,74.28
Cyprus,2021-05-21,18-24,9.21,0.7
Cyprus,2021-05-21,25-49,39.49,11.17
Cyprus,2021-05-21,50-59,58.7,27.91
Cyprus,2021-05-21,60-69,72.26,34.93
Cyprus,2021-05-21,70-79,83.81,56.96
Cyprus,2021-05-21,80+,86.73,77.85
Cyprus,2021-05-28,18-24,17.69,0.8
Cyprus,2021-05-28,25-49,41.08,17.68
Cyprus,2021-05-28,50-59,63.64,35.32
Cyprus,2021-05-28,60-69,75.54,43.88
Cyprus,2021-05-28,70-79,83.93,70.94
Cyprus,2021-05-28,80+,86.78,80.0
Cyprus,2021-06-04,18-24,20.66,0.9
Cyprus,2021-06-04,25-49,44.12,24.98
Cyprus,2021-06-04,50-59,64.08,37.67
Cyprus,2021-06-04,60-69,75.79,49.03
Cyprus,2021-06-04,70-79,86.79,77.01
Cyprus,2021-06-04,80+,88.31,81.33
Cyprus,2021-06-11,18-24,22.08,6.5
Cyprus,2021-06-11,25-49,49.78,28.46
Cyprus,2021-06-11,50-59,64.63,42.16
Cyprus,2021-06-11,60-69,76.36,57.83
Cyprus,2021-06-11,70-79,89.28,77.97
Cyprus,2021-06-11,80+,89.78,81.79
Cyprus,2021-06-18,18-24,28.85,17.58
Cyprus,2021-06-18,25-49,53.25,31.26
Cyprus,2021-06-18,50-59,70.3,53.95
Cyprus,2021-06-18,60-69,80.04,62.87
Cyprus,2021-06-18,70-79,90.37,79.28
Cyprus,2021-06-18,80+,90.55,82.29
Cyprus,2021-06-25,18-24,30.41,20.14
Cyprus,2021-06-25,25-49,54.82,36.56
Cyprus,2021-06-25,50-59,71.47,57.41
Cyprus,2021-06-25,60-69,80.96,65.91
Cyprus,2021-06-25,70-79,90.82,82.27
Cyprus,2021-06-25,80+,90.9,83.87
Cyprus,2021-07-02,18-24,32.35,22.72
Cyprus,2021-07-02,25-49,56.48,43.37
Cyprus,2021-07-02,50-59,72.55,60.28
Cyprus,2021-07-02,60-69,81.83,69.59
Cyprus,2021-07-02,70-79,91.29,85.07
Cyprus,2021-07-02,80+,91.29,85.59
Cyprus,2021-07-09,18-24,34.71,27.34
Cyprus,2021-07-09,25-49,58.29,48.97
Cyprus,2021-07-09,50-59,73.68,64.24
Cyprus,2021-07-09,60-69,82.5,75.71
Cyprus,2021-07-09,70-79,91.62,86.31
Cyprus,2021-07-09,80+,91.54,86.37
Cyprus,2021-07-16,18-24,39.32,29.21
Cyprus,2021-07-16,25-49,61.78,51.23
Cyprus,2021-07-16,50-59,76.02,66.26
Cyprus,2021-07-16,60-69,83.89,77.02
Cyprus,2021-07-16,70-79,92.35,86.88
Cyprus,2021-07-16,80+,92.19,86.76
Czechia,2021-01-01,18-24,0.01,0.0
Czechia,2021-01-01,25-49,0.02,0.0
Czechia,2021-01-01,50-59,0.02,0.0
Czechia,2021-01-01,60-69,0.01,0.0
Czechia,2021-01-01,70-79,0.01,0.0
Czechia,2021-01-01,80+,0.01,0.0
Czechia,2021-01-08,18-24,0.22,0.0
Czechia,2021-01-08,25-49,0.67,0.0
Czechia,2021-01-08,50-59,0.81,0.0
Czechia,2021-01-08,60-69,0.49,0.0
Czechia,2021-01-08,70-79,0.25,0.0
Czechia,2021-01-08,80+,0.55,0.0
Czechia,2021-01-15,18-24,0.53,0.0
Czechia,2021-01-15,25-49,1.41,0.01
Czechia,2021-01-15,50-59,1.85,0.01
Czechia,2021-01-15,60-69,1.17,0.01
Czechia,2021-01-15,70-79,0.82,0.0
Czechia,2021-01-15,80+,3.21,0.0
Czechia,2021-01-22,18-24,0.68,0.06
Czechia,2021-01-22,25-49,1.81,0.17
Czechia,2021-01-22,50-59,2.51,0.19
Czechia,2021-01-22,60-69,1.65,0.12
Czechia,2021-01-22,70-79,1.3,0.06
Czechia,2021-01-22,80+,11.83,0.14
Czechia,2021-01-29,18-24,0.78,0.17
Czechia,2021-01-29,25-49,1.98,0.55
Czechia,2021-01-29,50-59,2.8,0.67
Czechia,2021-01-29,60-69,1.87,0.39
Czechia,2021-01-29,70-79,1.51,0.17
Czechia,2021-01-29,80+,18.03,0.36
Czechia,2021-02-05,18-24,0.83,0.43
Czechia,2021-02-05,25-49,2.08,1.19
Czechia,2021-02-05,50-59,2.94,1.54
Czechia,2021-02-05,60-69,1.98,0.95
Czechia,2021-02-05,70-79,1.65,0.57
Czechia,2021-02-05,80+,21.6,2.07
Czechia,2021-02-12,18-24,0.9,0.61
Czechia,2021-02-12,25-49,2.21,1.63
Czechia,2021-02-12,50-59,3.15,2.22
Czechia,2021-02-12,60-69,2.14,1.46
Czechia,2021-02-12,70-79,1.86,1.05
Czechia,2021-02-12,80+,25.55,9.39
Czechia,2021-02-19,18-24,1.01,0.72
Czechia,2021-02-19,25-49,2.42,1.84
Czechia,2021-02-19,50-59,3.46,2.57
Czechia,2021-02-19,60-69,2.39,1.71
Czechia,2021-02-19,70-79,2.19,1.34
Czechia,2021-02-19,80+,32.81,14.93
Czechia,2021-02-26,18-24,1.18,0.78
Czechia,2021-02-26,25-49,2.78,1.96
Czechia,2021-02-26,50-59,3.99,2.78
Czechia,2021-02-26,60-69,2.8,1.86
Czechia,2021-02-26,70-79,2.76,1.5
Czechia,2021-02-26,80+,42.52,19.23
Czechia,2021-03-05,18-24,1.44,0.83
Czechia,2021-03-05,25-49,3.52,2.06
Czechia,2021-03-05,50-59,5.65,2.92
Czechia,2021-03-05,60-69,4.28,1.98
Czechia,2021-03-05,70-79,7.67,1.64
Czechia,2021-03-05,80+,51.7,22.43
Czechia,2021-03-12,18-24,1.83,0.91
Czechia,2021-03-12,25-49,4.33,2.23
Czechia,2021-03-12,50-59,7.26,3.19
Czechia,2021-03-12,60-69,5.51,2.19
Czechia,2021-03-12,70-79,19.26,1.88
Czechia,2021-03-12,80+,58.43,27.21
Czechia,2021-03-19,18-24,2.2,1.05
Czechia,2021-03-19,25-49,5.03,2.49
Czechia,2021-03-19,50-59,8.67,3.55
Czechia,2021-03-19,60-69,6.56,2.48
Czechia,2021-03-19,70-79,30.94,2.25
Czechia,2021-03-19,80+,62.45,35.35
Czechia,2021-03-26,18-24,2.49,1.2
Czechia,2021-03-26,25-49,5.59,2.86
Czechia,2021-03-26,50-59,9.61,4.33
Czechia,2021-03-26,60-69,7.59,3.16
Czechia,2021-03-26,70-79,38.88,4.06
Czechia,2021-03-26,80+,65.24,42.64
Czechia,2021-04-02,18-24,2.69,1.47
Czechia,2021-04-02,25-49,6.01,3.44
Czechia,2021-04-02,50-59,10.36,5.44
Czechia,2021-04-02,60-69,8.71,4.01
Czechia,2021-04-02,70-79,44.03,10.11
Czechia,2021-04-02,80+,67.43,47.71
Czechia,2021-04-09,18-24,2.94,1.83
Czechia,2021-04-09,25-49,6.57,4.03
Czechia,2021-04-09,50-59,11.35,6.54
Czechia,2021-04-09,60-69,10.37,4.7
Czechia,2021-04-09,70-79,51.39,18.18
Czechia,2021-04-09,80+,69.89,50.69
Czechia,2021-04-16,18-24,3.32,2.11
Czechia,2021-04-16,25-49,7.54,4.65
Czechia,2021-04-16,50-59,13.1,7.68
Czechia,2021-04-16,60-69,14.59,5.39
Czechia,2021-04-16,70-79,61.73,26.38
Czechia,2021-04-16,80+,72.1,52.88
Czechia,2021-04-23,18-24,3.83,2.34
Czechia,2021-04-23,25-49,8.65,5.05
Czechia,2021-04-23,50-59,15.1,8.31
Czechia,2021-04-23,60-69,24.34,6.07
Czechia,2021-04-23,70-79,67.65,30.63
Czechia,2021-04-23,80+,73.61,54.23
Czechia,2021-04-30,18-24,4.27,2.49
Czechia,2021-04-30,25-49,9.52,5.39
Czechia,2021-04-30,50-59,17.88,8.88
Czechia,2021-04-30,60-69,39.43,6.78
Czechia,2021-04-30,70-79,71.77,33.5
Czechia,2021-04-30,80+,74.92,55.22
Czechia,2021-05-07,18-24,4.82,2.58
Czechia,2021-05-07,25-49,10.77,5.58
Czechia,2021-05-07,50-59,29.68,9.3
Czechia,2021-05-07,60-69,51.82,7.5
Czechia,2021-05-07,70-79,75.26,35.33
Czechia,2021-05-07,80+,76.31,56.16
Czechia,2021-05-14,18-24,5.44,2.68
Czechia,2021-05-14,25-49,13.62,5.77
Czechia,2021-05-14,50-59,45.1,9.69
Czechia,2021-05-14,60-69,58.89,8.11
Czechia,2021-05-14,70-79,77.92,36.79
Czechia,2021-05-14,80+,77.57,58.06
Czechia,2021-05-21,18-24,6.03,2.89
Czechia,2021-05-21,25-49,19.69,6.27
Czechia,2021-05-21,50-59,52.89,10.61
Czechia,2021-05-21,60-69,62.8,9.47
Czechia,2021-05-21,70-79,79.75,41.42
Czechia,2021-05-21,80+,78.49,60.59
Czechia,2021-05-28,18-24,6.65,3.31
Czechia,2021-05-28,25-49,25.64,7.38
Czechia,2021-05-28,50-59,56.94,12.77
Czechia,2021-05-28,60-69,65.28,13.28
Czechia,2021-05-28,70-79,81.1,50.41
Czechia,2021-05-28,80+,79.21,63.87
Czechia,2021-06-04,18-24,8.12,3.92
Czechia,2021-06-04,25-49,32.48,8.7
Czechia,2021-06-04,50-59,59.86,15.2
Czechia,2021-06-04,60-69,67.28,22.52
Czechia,2021-06-04,70-79,82.28,57.84
Czechia,2021-06-04,80+,79.85,67.05
Czechia,2021-06-11,18-24,13.68,4.57
Czechia,2021-06-11,25-49,38.56,9.82
Czechia,2021-06-11,50-59,62.06,18.32
Czechia,2021-06-11,60-69,68.88,36.86
Czechia,2021-06-11,70-79,83.29,63.83
Czechia,2021-06-11,80+,80.47,69.77
Czechia,2021-06-18,18-24,21.43,5.25
Czechia,2021-06-18,25-49,42.32,11.31
Czechia,2021-06-18,50-59,63.37,29.86
Czechia,2021-06-18,60-69,69.9,49.02
Czechia,2021-06-18,70-79,83.97,68.86
Czechia,2021-06-18,80+,80.88,72.01
Czechia,2021-06-25,18-24,28.47,6.05
Czechia,2021-06-25,25-49,44.74,14.51
Czechia,2021-06-25,50-59,64.36,44.95
Czechia,2021-06-25,60-69,70.65,56.37
Czechia,2021-06-25,70-79,84.48,73.04
Czechia,2021-06-25,80+,81.2,74.09
Czechia,2021-07-02,18-24,33.82,7.13
Czechia,2021-07-02,25-49,46.5,21.18
Czechia,2021-07-02,50-59,65.26,53.22
Czechia,2021-07-02,60-69,71.34,61.19
Czechia,2021-07-02,70-79,84.94,76.81
Czechia,2021-07-02,80+,81.46,76.02
Czechia,2021-07-09,18-24,36.91,8.06
Czechia,2021-07-09,25-49,47.79,26.6
Czechia,2021-07-09,50-59,65.98,56.79
Czechia,2021-07-09,60-69,71.86,63.6
Czechia,2021-07-09,70-79,85.28,78.7
Czechia,2021-07-09,80+,81.62,76.91
Czechia,2021-07-16,18-24,40.44,10.67
Czechia,2021-07-16,25-49,49.48,33.62
Czechia,2021-07-16,50-59,67.05,59.96
Czechia,2021-07-16,60-69,72.63,66.37
Czechia,2021-07-16,70-79,85.77,80.97
Czechia,2021-07-16,80+,81.87,78.02
Denmark,2021-01-08,18-24,0.54,0.0
Denmark,2021-01-08,25-49,1.84,0.0
Denmark,2021-01-08,50-59,2.59,0.0
Denmark,2021-01-08,60-69,2.36,0.0
Denmark,2021-01-08,70-79,2.01,0.0
Denmark,2021-01-08,80+,10.48,0.0
Denmark,2021-01-15,18-24,0.78,0.0
Denmark,2021-01-15,25-49,2.62,0.01
Denmark,2021-01-15,50-59,3.56,0.02
Denmark,2021-01-15,60-69,3.53,0.01
Denmark,2021-01-15,70-79,3.6,0.02
Denmark,2021-01-15,80+,15.85,0.08
Denmark,2021-01-22,18-24,0.85,0.13
Denmark,2021-01-22,25-49,2.77,0.41
Denmark,2021-01-22,50-59,3.75,0.59
Denmark,2021-01-22,60-69,3.78,0.58
Denmark,2021-01-22,70-79,3.96,0.64
Denmark,2021-01-22,80+,17.07,3.39
Denmark,2021-01-29,18-24,0.9,0.42
Denmark,2021-01-29,25-49,2.85,1.38
Denmark,2021-01-29,50-59,3.87,2.05
Denmark,2021-01-29,60-69,3.89,1.91
Denmark,2021-01-29,70-79,4.07,1.74
Denmark,2021-01-29,80+,17.33,9.12
Denmark,2021-02-05,18-24,0.94,0.65
Denmark,2021-02-05,25-49,2.93,2.16
Denmark,2021-02-05,50-59,3.97,3.09
Denmark,2021-02-05,60-69,4.02,3.09
Denmark,2021-02-05,70-79,4.35,3.09
Denmark,2021-02-05,80+,19.29,14.08
Denmark,2021-02-12,18-24,1.27,0.81
Denmark,2021-02-12,25-49,3.48,2.67
Denmark,2021-02-12,50-59,4.66,3.65
Denmark,2021-02-12,60-69,4.51,3.67
Denmark,2021-02-12,70-79,4.58,3.7
Denmark,2021-02-12,80+,26.02,16.38
Denmark,2021-02-19,18-24,1.77,0.85
Denmark,2021-02-19,25-49,4.27,2.8
Denmark,2021-02-19,50-59,5.76,3.81
Denmark,2021-02-19,60-69,5.46,3.84
Denmark,2021-02-19,70-79,5.61,3.92
Denmark,2021-02-19,80+,43.18,16.7
Denmark,2021-02-26,18-24,2.68,0.92
Denmark,2021-02-26,25-49,5.92,2.93
Denmark,2021-02-26,50-59,8.2,3.99
Denmark,2021-02-26,60-69,8.19,4.03
Denmark,2021-02-26,70-79,8.31,4.24
Denmark,2021-02-26,80+,51.4,17.69
Denmark,2021-03-05,18-24,3.8,0.96
Denmark,2021-03-05,25-49,7.74,3.04
Denmark,2021-03-05,50-59,10.63,4.12
Denmark,2021-03-05,60-69,11.17,4.2
Denmark,2021-03-05,70-79,11.88,4.48
Denmark,2021-03-05,80+,55.86,22.8
Denmark,2021-03-12,18-24,4.31,1.05
Denmark,2021-03-12,25-49,8.48,3.19
Denmark,2021-03-12,50-59,11.63,4.4
Denmark,2021-03-12,60-69,12.34,4.69
Denmark,2021-03-12,70-79,13.29,5.36
Denmark,2021-03-12,80+,58.34,38.3
Denmark,2021-03-19,18-24,4.55,1.21
Denmark,2021-03-19,25-49,8.84,3.48
Denmark,2021-03-19,50-59,12.25,4.97
Denmark,2021-03-19,60-69,13.27,5.96
Denmark,2021-03-19,70-79,14.73,7.13
Denmark,2021-03-19,80+,67.24,48.78
Denmark,2021-03-26,18-24,4.7,1.4
Denmark,2021-03-26,25-49,9.1,3.84
Denmark,2021-03-26,50-59,12.67,5.71
Denmark,2021-03-26,60-69,13.96,7.81
Denmark,2021-03-26,70-79,16.7,10.02
Denmark,2021-03-26,80+,78.6,52.26
Denmark,2021-04-02,18-24,4.85,1.55
Denmark,2021-04-02,25-49,9.38,4.1
Denmark,2021-04-02,50-59,13.26,6.24
Denmark,2021-04-02,60-69,14.88,9.17
Denmark,2021-04-02,70-79,24.13,12.26
Denmark,2021-04-02,80+,88.75,55.61
Denmark,2021-04-09,18-24,4.98,1.8
Denmark,2021-04-09,25-49,9.59,4.51
Denmark,2021-04-09,50-59,13.62,6.88
Denmark,2021-04-09,60-69,15.5,10.19
Denmark,2021-04-09,70-79,38.39,13.78
Denmark,2021-04-09,80+,94.43,60.62
Denmark,2021-04-16,18-24,5.09,1.98
Denmark,2021-04-16,25-49,9.77,4.82
Denmark,2021-04-16,50-59,13.95,7.42
Denmark,2021-04-16,60-69,17.69,11.05
Denmark,2021-04-16,70-79,67.17,15.48
Denmark,2021-04-16,80+,97.1,71.15
Denmark,2021-04-23,18-24,5.2,2.11
Denmark,2021-04-23,25-49,9.96,5.07
Denmark,2021-04-23,50-59,14.27,7.96
Denmark,2021-04-23,60-69,23.75,11.98
Denmark,2021-04-23,70-79,85.16,19.69
Denmark,2021-04-23,80+,97.97,83.9
Denmark,2021-04-30,18-24,5.3,2.34
Denmark,2021-04-30,25-49,10.14,5.46
Denmark,2021-04-30,50-59,14.6,8.56
Denmark,2021-04-30,60-69,37.21,12.69
Denmark,2021-04-30,70-79,93.68,29.34
Denmark,2021-04-30,80+,98.74,91.07
Denmark,2021-05-07,18-24,5.42,2.72
Denmark,2021-05-07,25-49,10.37,6.17
Denmark,2021-05-07,50-59,15.12,9.58
Denmark,2021-05-07,60-69,54.85,14.4
Denmark,2021-05-07,70-79,95.77,56.19
Denmark,2021-05-07,80+,99.21,95.56
Denmark,2021-05-14,18-24,5.53,3.22
Denmark,2021-05-14,25-49,10.56,7.01
Denmark,2021-05-14,50-59,19.26,10.78
